source_system,schema,relation,ordinal,column,data_type,nullable,has_default,generated,identity,semantic_disposition,sensitivity,scope_dimensions,is_time_bearing,time_classification,time_unit_or_precision,timezone_semantics
trading_system_postgresql,portal_command,operations,11,trace_id,text,false,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,portal_command,operations,12,actor,text,false,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,portal_command,operations,13,status,text,false,true,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,portal_command,operations,14,lease_owner,text,true,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,portal_command,operations,15,lease_until,timestamp with time zone,true,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,true,TIMESTAMPTZ_DB_DECLARED,DATABASE_TIMESTAMP_PRECISION,OFFSET_AWARE_DATABASE_TYPE
trading_system_postgresql,portal_command,operations,16,attempts,integer,false,true,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,portal_command,operations,17,result,jsonb,false,true,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,portal_command,operations,18,created_at,timestamp with time zone,false,true,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,true,TIMESTAMPTZ_DB_DECLARED,DATABASE_TIMESTAMP_PRECISION,OFFSET_AWARE_DATABASE_TYPE
trading_system_postgresql,portal_command,operations,19,updated_at,timestamp with time zone,false,true,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,true,TIMESTAMPTZ_DB_DECLARED,DATABASE_TIMESTAMP_PRECISION,OFFSET_AWARE_DATABASE_TYPE
trading_system_postgresql,portal_command,operations,20,terminal_at,timestamp with time zone,true,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,true,TIMESTAMPTZ_DB_DECLARED,DATABASE_TIMESTAMP_PRECISION,OFFSET_AWARE_DATABASE_TYPE
trading_system_postgresql,portal_command,paper_target_allowlist,1,target_type,text,false,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,portal_command,paper_target_allowlist,2,target_id,text,false,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,portal_command,paper_target_allowlist,3,profile_id,text,false,false,false,false,SCOPE_DIMENSION_NAME_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,profile,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,portal_command,paper_target_allowlist,4,enabled,boolean,false,true,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,portal_command,paper_target_allowlist,5,registered_at,timestamp with time zone,false,true,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,true,TIMESTAMPTZ_DB_DECLARED,DATABASE_TIMESTAMP_PRECISION,OFFSET_AWARE_DATABASE_TYPE
trading_system_postgresql,portal_command,paper_target_allowlist,6,registered_by,text,false,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,account_balances,1,account_id,text,false,false,false,false,SCOPE_DIMENSION_NAME_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,account,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,account_balances,2,currency,text,false,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,account_balances,3,total,"numeric(38,18)",false,true,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,account_balances,4,locked,"numeric(38,18)",false,true,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,account_balances,5,free,"numeric(38,18)",false,true,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,account_balances,6,updated_at,timestamp with time zone,false,true,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,true,TIMESTAMPTZ_DB_DECLARED,DATABASE_TIMESTAMP_PRECISION,OFFSET_AWARE_DATABASE_TYPE
trading_system_postgresql,public,account_equity_snapshots,1,id,bigint,false,true,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,account_equity_snapshots,2,ts,timestamp with time zone,false,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,true,TIMESTAMPTZ_DB_DECLARED,DATABASE_TIMESTAMP_PRECISION,OFFSET_AWARE_DATABASE_TYPE
trading_system_postgresql,public,account_equity_snapshots,3,deployment_id,text,false,false,false,false,SCOPE_DIMENSION_NAME_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,deployment,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,account_equity_snapshots,4,strategy_id,text,false,false,false,false,SCOPE_DIMENSION_NAME_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,strategy,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,account_equity_snapshots,5,account_id,text,false,false,false,false,SCOPE_DIMENSION_NAME_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,account,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,account_equity_snapshots,6,mode,text,false,false,false,false,SCOPE_DIMENSION_NAME_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,mode,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,account_equity_snapshots,7,venue,text,false,false,false,false,SCOPE_DIMENSION_NAME_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,venue,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,account_equity_snapshots,8,currency,text,true,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,account_equity_snapshots,9,cash_total,"numeric(38,18)",false,true,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,account_equity_snapshots,10,cash_free,"numeric(38,18)",false,true,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,account_equity_snapshots,11,cash_locked,"numeric(38,18)",false,true,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,account_equity_snapshots,12,margin_initial,"numeric(38,18)",false,true,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,account_equity_snapshots,13,margin_maintenance,"numeric(38,18)",false,true,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,account_equity_snapshots,14,realized_pnl,"numeric(38,18)",false,true,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,account_equity_snapshots,15,unrealized_pnl,"numeric(38,18)",false,true,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,account_equity_snapshots,16,fee_total,"numeric(38,18)",false,true,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,account_equity_snapshots,17,funding_pnl,"numeric(38,18)",false,true,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,account_equity_snapshots,18,gross_pnl,"numeric(38,18)",false,true,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,account_equity_snapshots,19,net_pnl,"numeric(38,18)",false,true,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,account_equity_snapshots,20,equity,"numeric(38,18)",false,true,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,account_equity_snapshots,21,drawdown,"numeric(18,8)",false,true,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,account_equity_snapshots,22,total_notional,"numeric(38,18)",false,true,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,account_equity_snapshots,23,total_fills,integer,false,true,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,account_equity_snapshots,24,source,text,false,true,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,account_equity_snapshots,25,created_at,timestamp with time zone,false,true,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,true,TIMESTAMPTZ_DB_DECLARED,DATABASE_TIMESTAMP_PRECISION,OFFSET_AWARE_DATABASE_TYPE
trading_system_postgresql,public,account_equity_snapshots,26,snapshot_reason,text,false,true,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,account_equity_snapshots,27,state_digest,text,true,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,account_policies,1,account_policy_id,text,false,true,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,account_policies,2,account_id,text,false,false,false,false,SCOPE_DIMENSION_NAME_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,account,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,account_policies,3,mode,text,false,false,false,false,SCOPE_DIMENSION_NAME_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,mode,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,account_policies,4,venue,text,false,false,false,false,SCOPE_DIMENSION_NAME_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,venue,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,account_policies,5,account_type,text,false,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,account_policies,6,margin_mode,text,false,true,false,false,SCOPE_DIMENSION_NAME_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,mode,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,account_policies,7,settlement_policy,text,false,true,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,account_policies,8,allow_borrowing,boolean,false,true,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,account_policies,9,default_leverage,"numeric(18,8)",false,true,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,account_policies,10,maker_fee_bps,"numeric(18,8)",false,true,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,account_policies,11,taker_fee_bps,"numeric(18,8)",false,true,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,account_policies,12,maintenance_margin_rate,"numeric(18,8)",false,true,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,account_policies,13,enforce_pretrade_balance,boolean,false,true,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,account_policies,14,require_broker_sync,boolean,false,true,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,account_policies,15,max_sync_age_seconds,integer,false,true,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,true,EPOCH_SECONDS_NAME_INFERRED,SECONDS,E2_CLOCK_AUTHORITY_REQUIRED
trading_system_postgresql,public,account_policies,16,position_accounting_mode,text,false,true,false,false,SCOPE_DIMENSION_NAME_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,mode,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,account_policies,17,loan_package_id,text,true,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,account_policies,18,metadata,jsonb,false,true,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,MAY_CONTAIN_SENSITIVE_STRUCTURED_DATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,account_policies,19,created_at,timestamp with time zone,false,true,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,true,TIMESTAMPTZ_DB_DECLARED,DATABASE_TIMESTAMP_PRECISION,OFFSET_AWARE_DATABASE_TYPE
trading_system_postgresql,public,account_policies,20,updated_at,timestamp with time zone,false,true,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,true,TIMESTAMPTZ_DB_DECLARED,DATABASE_TIMESTAMP_PRECISION,OFFSET_AWARE_DATABASE_TYPE
trading_system_postgresql,public,account_reservations,1,reservation_id,text,false,true,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,account_reservations,2,account_id,text,false,false,false,false,SCOPE_DIMENSION_NAME_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,account,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,account_reservations,3,strategy_id,text,false,false,false,false,SCOPE_DIMENSION_NAME_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,strategy,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,account_reservations,4,mode,text,false,false,false,false,SCOPE_DIMENSION_NAME_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,mode,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,account_reservations,5,venue,text,false,false,false,false,SCOPE_DIMENSION_NAME_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,venue,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,account_reservations,6,instrument_id,text,true,false,false,false,SCOPE_DIMENSION_NAME_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,instrument,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,account_reservations,7,client_order_id,text,false,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,account_reservations,8,reservation_type,text,false,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,account_reservations,9,margin_mode,text,false,true,false,false,SCOPE_DIMENSION_NAME_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,mode,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,account_reservations,10,currency,text,false,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,account_reservations,11,amount,"numeric(38,18)",false,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,account_reservations,12,consumed_amount,"numeric(38,18)",false,true,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,account_reservations,13,released_amount,"numeric(38,18)",false,true,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,account_reservations,14,status,text,false,true,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,account_reservations,15,reason,text,true,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,account_reservations,16,metadata,jsonb,false,true,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,MAY_CONTAIN_SENSITIVE_STRUCTURED_DATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,account_reservations,17,created_at,timestamp with time zone,false,true,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,true,TIMESTAMPTZ_DB_DECLARED,DATABASE_TIMESTAMP_PRECISION,OFFSET_AWARE_DATABASE_TYPE
trading_system_postgresql,public,account_reservations,18,updated_at,timestamp with time zone,false,true,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,true,TIMESTAMPTZ_DB_DECLARED,DATABASE_TIMESTAMP_PRECISION,OFFSET_AWARE_DATABASE_TYPE
trading_system_postgresql,public,account_sync_current_state,1,account_id,text,false,false,false,false,SCOPE_DIMENSION_NAME_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,account,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,account_sync_current_state,2,sync_id,text,false,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,account_sync_current_state,3,mode,text,false,false,false,false,SCOPE_DIMENSION_NAME_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,mode,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,account_sync_current_state,4,venue,text,false,false,false,false,SCOPE_DIMENSION_NAME_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,venue,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,account_sync_current_state,5,source,text,false,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,account_sync_current_state,6,status,text,false,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,account_sync_current_state,7,state_digest,text,false,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,account_sync_current_state,8,balances,jsonb,false,true,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,account_sync_current_state,9,positions,jsonb,false,true,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,account_sync_current_state,10,open_orders,jsonb,false,true,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,account_sync_current_state,11,buying_power,"numeric(38,18)",true,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,account_sync_current_state,12,currency,text,true,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,account_sync_current_state,13,raw,jsonb,false,true,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
