source_system,schema,relation,kind,database_owner_fingerprint_sha256,owner_service,data_class,source_file,baseline_status,authority_disposition,mutability_disposition,access_status,schema_usage_granted,select_granted,stable_key_status,primary_key_columns,unique_key_columns,keyset_status,ordering_disposition,scope_dimensions,time_column_count,foreign_key_count,total_bytes,estimated_rows,estimated_rows_source,stats_live_rows,stats_dead_rows,last_analyze_utc,last_autoanalyze_utc,persistence,is_partition,has_subclass,freshness_disposition,retention_disposition,change_semantics_disposition,publication_disposition,portal_usefulness,empty_semantics,sensitivity_summary
trading_system_postgresql,public,alpha_ledger,TABLE,69ff8042237aeef5ddf1ced10e851bc6104e1ebb15a304061dba43ea10106fa9,legacy_compatibility,LEGACY_PROJECTION,02-init-schema.sql,BASELINE_MATCHED,AUTHORITY_E2_REQUIRED,MUTABLE_CURRENT_PROJECTION_CANDIDATE_E2_REQUIRED,METADATA_READABLE_WITH_SELECT,true,true,PRIMARY_KEY_DECLARED,alpha_id,,PRIMARY_KEY_KEYSET_CANDIDATE,TIMESTAMP_PLUS_STABLE_KEY_CANDIDATE_E2_REQUIRED,strategy,1,1,65536,47,PG_CLASS_RELTUPLES_ESTIMATE,47,0,,,permanent,false,false,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,E2_REQUIRED_NO_DML_OR_ROW_HISTORY_PROBE,EXISTING_PUBLICATION_RECHECK_REQUIRED,CANDIDATE_FOR_TYPED_PORTAL_CONTRACT,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,NON_SECRET_METADATA
trading_system_postgresql,public,alpha_positions,TABLE,69ff8042237aeef5ddf1ced10e851bc6104e1ebb15a304061dba43ea10106fa9,legacy_compatibility,LEGACY_PROJECTION,02-init-schema.sql,BASELINE_MATCHED,AUTHORITY_E2_REQUIRED,MUTABLE_CURRENT_PROJECTION_CANDIDATE_E2_REQUIRED,METADATA_READABLE_WITH_SELECT,true,true,PRIMARY_KEY_DECLARED,alpha_id|symbol,,PRIMARY_KEY_KEYSET_CANDIDATE,TIMESTAMP_PLUS_STABLE_KEY_CANDIDATE_E2_REQUIRED,account|instrument|mode|strategy|venue,1,1,24576,0,PG_CLASS_RELTUPLES_ESTIMATE,0,0,,,permanent,false,false,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,E2_REQUIRED_NO_DML_OR_ROW_HISTORY_PROBE,EXISTING_PUBLICATION_RECHECK_REQUIRED,CANDIDATE_FOR_TYPED_PORTAL_CONTRACT,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,NON_SECRET_METADATA
trading_system_postgresql,public,alpha_risk_config,TABLE,69ff8042237aeef5ddf1ced10e851bc6104e1ebb15a304061dba43ea10106fa9,legacy_compatibility,LEGACY_PROJECTION,02-init-schema.sql,BASELINE_MATCHED,AUTHORITY_E2_REQUIRED,MUTABLE_CURRENT_PROJECTION_CANDIDATE_E2_REQUIRED,METADATA_READABLE_WITH_SELECT,true,true,PRIMARY_KEY_DECLARED,alpha_id,,PRIMARY_KEY_KEYSET_CANDIDATE,TIMESTAMP_PLUS_STABLE_KEY_CANDIDATE_E2_REQUIRED,strategy,1,1,98304,47,PG_CLASS_RELTUPLES_ESTIMATE,47,0,,,permanent,false,false,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,E2_REQUIRED_NO_DML_OR_ROW_HISTORY_PROBE,EXISTING_PUBLICATION_RECHECK_REQUIRED,CANDIDATE_FOR_TYPED_PORTAL_CONTRACT,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,NON_SECRET_METADATA
trading_system_postgresql,public,alphas,TABLE,69ff8042237aeef5ddf1ced10e851bc6104e1ebb15a304061dba43ea10106fa9,legacy_compatibility,LEGACY_PROJECTION,02-init-schema.sql,BASELINE_MATCHED,AUTHORITY_E2_REQUIRED,MUTABLE_CURRENT_PROJECTION_CANDIDATE_E2_REQUIRED,METADATA_READABLE_WITH_SELECT,true,true,PRIMARY_KEY_DECLARED,alpha_id,,PRIMARY_KEY_KEYSET_CANDIDATE,TIMESTAMP_PLUS_STABLE_KEY_CANDIDATE_E2_REQUIRED,strategy,1,0,65536,47,PG_CLASS_RELTUPLES_ESTIMATE,47,0,,,permanent,false,false,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,E2_REQUIRED_NO_DML_OR_ROW_HISTORY_PROBE,EXISTING_PUBLICATION_RECHECK_REQUIRED,CANDIDATE_FOR_TYPED_PORTAL_CONTRACT,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,NON_SECRET_METADATA
trading_system_postgresql,public,arb_order_packages,TABLE,69ff8042237aeef5ddf1ced10e851bc6104e1ebb15a304061dba43ea10106fa9,gateway,ORDER_LIFECYCLE,30-arb-order-packages.sql,BASELINE_MATCHED,EXECUTION_CANDIDATE_E2_REQUIRED,MUTABILITY_E2_REQUIRED,METADATA_READABLE_WITH_SELECT,true,true,PRIMARY_KEY_DECLARED,package_id,,PRIMARY_KEY_KEYSET_CANDIDATE,TIMESTAMP_PLUS_STABLE_KEY_CANDIDATE_E2_REQUIRED,account|mode|session|strategy|venue,3,5,40960,0,PG_CLASS_RELTUPLES_ESTIMATE,0,0,,,permanent,false,false,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,E2_REQUIRED_NO_DML_OR_ROW_HISTORY_PROBE,EXISTING_PUBLICATION_RECHECK_REQUIRED,CANDIDATE_FOR_TYPED_PORTAL_CONTRACT,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,MAY_CONTAIN_SENSITIVE_STRUCTURED_DATA|NON_SECRET_METADATA
trading_system_postgresql,public,audit_log,TABLE,69ff8042237aeef5ddf1ced10e851bc6104e1ebb15a304061dba43ea10106fa9,monitor,OPERATIONAL_AUDIT,09-observability-security.sql,BASELINE_MATCHED,AUDIT_OR_OPERATIONAL_CANDIDATE_E2_REQUIRED,MUTABLE_OPERATIONAL_CANDIDATE_E2_REQUIRED,METADATA_READABLE_WITH_SELECT,true,true,PRIMARY_KEY_DECLARED,audit_id,,PRIMARY_KEY_KEYSET_CANDIDATE,TIMESTAMP_PLUS_STABLE_KEY_CANDIDATE_E2_REQUIRED,account|mode|strategy|venue,1,0,98304,2,PG_CLASS_RELTUPLES_ESTIMATE,2,0,,,permanent,false,false,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,E2_REQUIRED_NO_DML_OR_ROW_HISTORY_PROBE,EXISTING_PUBLICATION_RECHECK_REQUIRED,CANDIDATE_FOR_TYPED_PORTAL_CONTRACT,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,MAY_CONTAIN_SENSITIVE_STRUCTURED_DATA|NON_SECRET_METADATA
trading_system_postgresql,public,binance_fills,TABLE,69ff8042237aeef5ddf1ced10e851bc6104e1ebb15a304061dba43ea10106fa9,legacy_compatibility,LEGACY_PROJECTION,02-init-schema.sql,BASELINE_MATCHED,AUTHORITY_E2_REQUIRED,MUTABLE_CURRENT_PROJECTION_CANDIDATE_E2_REQUIRED,METADATA_READABLE_WITH_SELECT,true,true,PRIMARY_KEY_DECLARED,id|trade_time,,PRIMARY_KEY_KEYSET_CANDIDATE,TIMESTAMP_PLUS_STABLE_KEY_CANDIDATE_E2_REQUIRED,account|instrument|mode|strategy|venue,1,1,49152,0,PG_CLASS_RELTUPLES_ESTIMATE,0,0,,,permanent,false,false,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,E2_REQUIRED_NO_DML_OR_ROW_HISTORY_PROBE,EXISTING_PUBLICATION_RECHECK_REQUIRED,CANDIDATE_FOR_TYPED_PORTAL_CONTRACT,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,NON_SECRET_METADATA
trading_system_postgresql,public,broker_account_sync_current_state,TABLE,69ff8042237aeef5ddf1ced10e851bc6104e1ebb15a304061dba43ea10106fa9,domain_projection,CANONICAL_PROJECTION,35-canonical-domain-projections.sql,BASELINE_MATCHED,AUTHORITY_E2_REQUIRED,MUTABLE_CURRENT_PROJECTION_CANDIDATE_E2_REQUIRED,METADATA_READABLE_WITH_SELECT,true,true,PRIMARY_KEY_DECLARED,venue|mode|external_account_ref,,PRIMARY_KEY_KEYSET_CANDIDATE,TIMESTAMP_PLUS_STABLE_KEY_CANDIDATE_E2_REQUIRED,mode|venue,3,1,360448,1,PG_CLASS_RELTUPLES_ESTIMATE,1,28,,2026-09-04T10:07:25.106Z,permanent,false,false,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,E2_REQUIRED_NO_DML_OR_ROW_HISTORY_PROBE,EXISTING_PUBLICATION_RECHECK_REQUIRED,CANDIDATE_FOR_TYPED_PORTAL_CONTRACT,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,NON_SECRET_METADATA
trading_system_postgresql,public,broker_account_sync_effective,VIEW,69ff8042237aeef5ddf1ced10e851bc6104e1ebb15a304061dba43ea10106fa9,domain_projection,CANONICAL_PROJECTION,35-canonical-domain-projections.sql,BASELINE_MATCHED,DERIVED_READ_MODEL_CANDIDATE_E2_REQUIRED,DERIVED_VIEW_OR_SNAPSHOT_E2_REQUIRED,METADATA_READABLE_WITH_SELECT,true,true,NO_DECLARED_STABLE_KEY_E2_REQUIRED,,,NO_SAFE_KEYSET_CANDIDATE_E2_REQUIRED,ORDERING_E2_REQUIRED,mode|venue,2,0,0,-1,PG_CLASS_RELTUPLES_ESTIMATE,0,0,,,permanent,false,false,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,E2_REQUIRED_NO_DML_OR_ROW_HISTORY_PROBE,EXISTING_PUBLICATION_RECHECK_REQUIRED,CANDIDATE_FOR_TYPED_PORTAL_CONTRACT,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,NON_SECRET_METADATA
trading_system_postgresql,public,broker_account_sync_snapshots,TABLE,69ff8042237aeef5ddf1ced10e851bc6104e1ebb15a304061dba43ea10106fa9,portfolio_management,BROKER_SYNC,24-physical-broker-sync.sql,BASELINE_MATCHED,ACCOUNTING_OR_PERFORMANCE_CANDIDATE_E2_REQUIRED,MUTABILITY_E2_REQUIRED,METADATA_READABLE_WITH_SELECT,true,true,PRIMARY_KEY_DECLARED,sync_id,,PRIMARY_KEY_KEYSET_CANDIDATE,TIMESTAMP_PLUS_STABLE_KEY_CANDIDATE_E2_REQUIRED,mode|venue,3,1,40960,0,PG_CLASS_RELTUPLES_ESTIMATE,0,0,,,permanent,false,false,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,E2_REQUIRED_NO_DML_OR_ROW_HISTORY_PROBE,EXISTING_PUBLICATION_RECHECK_REQUIRED,CANDIDATE_FOR_TYPED_PORTAL_CONTRACT,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,NON_SECRET_METADATA
trading_system_postgresql,public,broker_sync_raw_hot,TABLE,69ff8042237aeef5ddf1ced10e851bc6104e1ebb15a304061dba43ea10106fa9,portfolio_management,BROKER_SYNC,41-change-only-sync-storage.sql,BASELINE_MATCHED,ACCOUNTING_OR_PERFORMANCE_CANDIDATE_E2_REQUIRED,MUTABILITY_E2_REQUIRED,METADATA_READABLE_WITH_SELECT,true,true,PRIMARY_KEY_DECLARED,sync_id|observed_at,,PRIMARY_KEY_KEYSET_CANDIDATE,TIMESTAMP_PLUS_STABLE_KEY_CANDIDATE_E2_REQUIRED,mode|venue,1,0,49152,0,PG_CLASS_RELTUPLES_ESTIMATE,0,0,,,permanent,false,true,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,E2_REQUIRED_NO_DML_OR_ROW_HISTORY_PROBE,EXISTING_PUBLICATION_RECHECK_REQUIRED,CANDIDATE_FOR_TYPED_PORTAL_CONTRACT,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,NON_SECRET_METADATA
trading_system_postgresql,public,broker_sync_state_history,TABLE,69ff8042237aeef5ddf1ced10e851bc6104e1ebb15a304061dba43ea10106fa9,domain_projection,CANONICAL_PROJECTION,35-canonical-domain-projections.sql,BASELINE_MATCHED,AUTHORITY_E2_REQUIRED,MUTABLE_CURRENT_PROJECTION_CANDIDATE_E2_REQUIRED,METADATA_READABLE_WITH_SELECT,true,true,PRIMARY_KEY_DECLARED,history_id,,PRIMARY_KEY_KEYSET_CANDIDATE,TIMESTAMP_PLUS_STABLE_KEY_CANDIDATE_E2_REQUIRED,mode|venue,1,0,12173312,9548,PG_CLASS_RELTUPLES_ESTIMATE,9722,0,,,permanent,false,false,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,E2_REQUIRED_NO_DML_OR_ROW_HISTORY_PROBE,EXISTING_PUBLICATION_RECHECK_REQUIRED,CANDIDATE_FOR_TYPED_PORTAL_CONTRACT,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,MAY_CONTAIN_SENSITIVE_STRUCTURED_DATA|NON_SECRET_METADATA
trading_system_postgresql,public,broker_sync_valuation_current_state,TABLE,69ff8042237aeef5ddf1ced10e851bc6104e1ebb15a304061dba43ea10106fa9,portfolio_management,BROKER_SYNC,41-change-only-sync-storage.sql,BASELINE_MATCHED,ACCOUNTING_OR_PERFORMANCE_CANDIDATE_E2_REQUIRED,MUTABILITY_E2_REQUIRED,METADATA_READABLE_WITH_SELECT,true,true,PRIMARY_KEY_DECLARED,scope_type|scope_key|mode|venue,,PRIMARY_KEY_KEYSET_CANDIDATE,TIMESTAMP_PLUS_STABLE_KEY_CANDIDATE_E2_REQUIRED,mode|venue,2,1,139264,1,PG_CLASS_RELTUPLES_ESTIMATE,1,2,,2026-09-04T10:09:25.184Z,permanent,false,false,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,E2_REQUIRED_NO_DML_OR_ROW_HISTORY_PROBE,EXISTING_PUBLICATION_RECHECK_REQUIRED,CANDIDATE_FOR_TYPED_PORTAL_CONTRACT,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,NON_SECRET_METADATA
trading_system_postgresql,public,broker_sync_valuation_history,TABLE,69ff8042237aeef5ddf1ced10e851bc6104e1ebb15a304061dba43ea10106fa9,portfolio_management,BROKER_SYNC,41-change-only-sync-storage.sql,BASELINE_MATCHED,ACCOUNTING_OR_PERFORMANCE_CANDIDATE_E2_REQUIRED,MUTABILITY_E2_REQUIRED,METADATA_READABLE_WITH_SELECT,true,true,PRIMARY_KEY_DECLARED,scope_type|scope_key|mode|venue|bucket_start,,PRIMARY_KEY_KEYSET_CANDIDATE,TIMESTAMP_PLUS_STABLE_KEY_CANDIDATE_E2_REQUIRED,mode|venue,2,0,40960,0,PG_CLASS_RELTUPLES_ESTIMATE,0,0,,,permanent,false,true,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,E2_REQUIRED_NO_DML_OR_ROW_HISTORY_PROBE,EXISTING_PUBLICATION_RECHECK_REQUIRED,CANDIDATE_FOR_TYPED_PORTAL_CONTRACT,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,NON_SECRET_METADATA
