screen_id,panel_id,frontend_field_path,visible_meaning,required_or_optional,source_system,source_relation_or_operation,source_columns,primary_resource_key,join_path,authority,mutability,delivery_class,history_requirement,freshness_requirement,formula_id,formula_version,currency_policy,timestamp_policy,edge_operation,portal_derivation_allowed,current_status,missing_reason,owner,capability_id
EXECUTION_ADMIN_ACTION_DRAWER_SCREEN,command_terminal_evidence,data.command_journal,durable command lifecycle metadata and terminal evidence references,REQUIRED,TRADING_SYSTEM,public.command_journal,command_id|idempotency_scope|idempotency_key|accepted_at|dispatched_at|acknowledged_at|terminal_at,command_id,DECLARED_COMMAND_ID_TO_ACK_EVIDENCE_AND_DELIVERY_ATTEMPT_COLUMNS,DURABLE_COMMAND,DURABLE_LIFECYCLE_METADATA,EXISTS_NOT_PUBLISHED,RETAINED_COMMAND_LIFECYCLE_WITH_TYPED_PAYLOAD_REDACTION,NAMED_COMMAND_OR_TIME_KEYSET_READ,NONE,NONE,NOT_APPLICABLE,"E4_UTC_EPOCH_MS:accepted_at_ms,dispatched_at_ms,acknowledged_at_ms,terminal_at_ms",maximumDataCommandJournalPageV1,false,E2_INDEX_BACKED_TIME_KEYSET_ONLY,E5_FIELD_ALLOWLIST_AND_NAMED_COMMAND_SCOPE_REQUIRED,trading_system_command_owner,ops.command-journal
EXECUTION_ADMIN_ACTION_DRAWER_SCREEN,source_health,source_health,"bounded source freshness, completeness and read lineage for this screen",REQUIRED,PORTAL_EDGE,manager-v2.envelope,as_of|read_at|freshness|completeness|trace_id,profile_id,DIRECT_ENVELOPE_BOUND_TO_NAMED_SCREEN_OPERATION,TRADING_SYSTEM,OBSERVATION_AT_READ_TIME,AVAILABLE_DERIVED_AT_PORTAL,CURRENT_OBSERVATION_ONLY,RETURN_SOURCE_FRESHNESS_AND_AS_OF,source_health_envelope,v1,NOT_APPLICABLE,"E4_UTC_EPOCH_MS:as_of_ms,read_at_ms",maximumDataSourceHealthV1,true,EXISTING_SCREEN_ENVELOPE_COMPOSES_NAMED_SOURCE_STATUS,NOT_APPLICABLE,portal_execution_edge_owner,metadata.source-health
EXECUTION_ALPHA_360_SCREEN,alpha_activity,data.alpha_activity,"alpha activity rollup from declared deployment, session, order and fill inputs",REQUIRED,PORTAL_EDGE,public.strategy_deployments+public.execution_sessions+public.orders+public.fills,strategy_deployments.strategy_id|execution_sessions.execution_session_id|orders.order_id|fills.fill_id,alpha_id,PORTAL_OWNED_ALPHA_TO_DECLARED_STRATEGY_MAPPING_THEN_SOURCE_FOREIGN_KEYS,TRADING_SYSTEM_WITH_PORTAL_ALPHA_IDENTITY,DERIVED_ROLLUP,EXISTS_NOT_PUBLISHED,RETAINED_INPUT_RANGE_WITHOUT_EVENT_REPLAY_CLAIM,ALL_INPUTS_FRESH_OR_TYPED_PARTIAL,alpha_activity_rollup,v1,NOT_APPLICABLE,E4_UTC_EPOCH_MS:source_as_of_ms,maximumDataAlphaActivityV1,false,E2_INPUTS_EXIST_BUT_QUERY_SHAPES_UNQUALIFIED,E5_ALPHA_MAPPING_AND_BOUND_INPUT_READS_REQUIRED,portal_execution_edge_owner,ops.alpha-activity
EXECUTION_ALPHA_360_SCREEN,equity_history,data.account_equity_history,retained account equity snapshots for chart and accounting context,REQUIRED,TRADING_SYSTEM,public.account_equity_snapshots,id|ts|deployment_id|account_id|mode|venue|currency|equity|state_digest|snapshot_reason,"id,ts",DECLARED_DEPLOYMENT_AND_ACCOUNT_COLUMNS,DERIVED_HISTORY,PERIODIC_DERIVED_SNAPSHOT,EXISTS_NOT_PUBLISHED,RETAINED_SNAPSHOT_HISTORY_NOT_EVENT_REPLAY,NAMED_PROFILE_AND_ACCOUNT_TIME_KEYSET_READ,NONE,NONE,EXACT_DECIMAL_EQUITY_WITH_SOURCE_CURRENCY,E4_UTC_EPOCH_MS:ts_ms,maximumDataAccountEquityHistoryV1,false,E2_INDEX_BACKED_TIME_KEYSET_ONLY,E5_NAMED_SCOPE_CURSOR_AND_RESTATE_CONTRACT_REQUIRED,trading_system_performance_owner,e3.account-equity-history
EXECUTION_ALPHA_360_SCREEN,execution_quality,data.execution_quality,deployment execution quality rollup with reproducible source inputs,REQUIRED,PORTAL_EDGE,public.execution_sessions+public.orders+public.fills,execution_sessions.execution_session_id|execution_sessions.submitted_count|orders.order_id|orders.status|fills.fill_id|fills.trade_time,deployment_id,DECLARED_DEPLOYMENT_TO_STRATEGY_ACCOUNT_THEN_DECLARED_SESSION_ORDER_FILL_COLUMNS,TRADING_SYSTEM_WITH_EDGE_FORMULA,DERIVED_FROM_CURRENT_AND_RETAINED_FACTS,EXISTS_NOT_PUBLISHED,CURRENT_ROLLUP_WITH_EXPLICIT_INPUT_RETENTION,ALL_INPUTS_FRESH_OR_TYPED_PARTIAL,deployment_execution_quality,v1,NOT_APPLICABLE,E4_UTC_EPOCH_MS:source_as_of_ms,maximumDataDeploymentExecutionQualityV1,false,E2_INPUTS_EXIST_BUT_NAMED_INPUT_QUERY_PLANS_REQUIRED,E5_DERIVATION_ORACLE_AND_BOUND_INPUT_READS_REQUIRED,portal_execution_edge_owner,deployments.execution-quality
EXECUTION_ALPHA_360_SCREEN,market_context,data.market_candles,canonical bounded OHLCV history with interval and completeness,REQUIRED,DATA_LAYER_OR_MARKET_SERVICE,market-data:canonical-candle-history,venue|instrument_id|interval|open_time|close_time|open|high|low|close|volume|completeness,"venue,instrument_id,interval,open_time",TYPED_MARKET_SOURCE_ADAPTER_REQUIRED,MARKET_DATA_OWNER,RETAINED_MARKET_HISTORY,OWNER_ACTION_REQUIRED,FULL_RETAINED_RANGE_WITH_KEYSET_CONTINUATION,SOURCE_TIME_AND_CANDLE_COMPLETENESS_REQUIRED,NONE,NONE,EXACT_DECIMAL_PRICE_AND_VOLUME_WITH_QUOTE_CURRENCY,"E4_UTC_EPOCH_MS:open_time_ms,close_time_ms",maximumDataMarketCandleHistoryV1,false,E2_TRADING_SYSTEM_TYPED_CANDLE_SOURCE_ABSENT,market-ohlcv,trading_system_market_owner,market.candles
EXECUTION_ALPHA_360_SCREEN,performance_history,data.performance_snapshots,retained instrument performance snapshot with state digest,REQUIRED,TRADING_SYSTEM,public.performance_snapshots,id|ts|deployment_id|account_id|mode|venue|instrument_id|mark_price|equity|state_digest|snapshot_reason,"id,ts",DECLARED_DEPLOYMENT_ACCOUNT_AND_INSTRUMENT_COLUMNS,DERIVED_HISTORY,PERIODIC_DERIVED_SNAPSHOT,EXISTS_BUT_NOT_SAFE_TO_EXPOSE,RETAINED_SNAPSHOT_HISTORY_NOT_EVENT_REPLAY,NAMED_PROFILE_AND_DEPLOYMENT_TIME_KEYSET_READ,NONE,NONE,EXACT_DECIMAL_MARK_AND_EQUITY_WITH_EXPLICIT_CURRENCY,E4_UTC_EPOCH_MS:ts_ms,maximumDataPerformanceSnapshotHistoryV1,false,E2_SEQUENTIAL_SHAPE_AND_MARK_PROVENANCE_UNQUALIFIED,E5_NAMED_SCOPE_QUERY_PLAN_AND_MARK_PROVENANCE_REQUIRED,trading_system_performance_owner,e3.performance-snapshot
EXECUTION_ALPHA_360_SCREEN,research_lineage,data.research_artifact,immutable deployment-to-research-run and signed artifact reference,REQUIRED,TRADING_SYSTEM_OR_RESEARCH,typed-artifact-and-research-run-linkage:required,artifact_id|artifact_digest|research_run_id|deployment_id|created_at|retention_policy,deployment_id,SOURCE_OWNED_IMMUTABLE_DEPLOYMENT_LINKAGE_REQUIRED,SOURCE_OWNER_REQUIRED,IMMUTABLE_REFERENCE,OWNER_ACTION_REQUIRED,RETAINED_SIGNED_REFERENCE_HISTORY,IMMUTABLE_ARTIFACT_PUBLICATION_REVISION_REQUIRED,NONE,NONE,NOT_APPLICABLE,E4_UTC_EPOCH_MS:created_at_ms,maximumDataResearchArtifactV1,false,E2_ARTIFACT_AND_RESEARCH_LINKAGE_ABSENT,artifact-signed-reference,trading_system_artifact_owner,e3.research-artifact
EXECUTION_ALPHA_360_SCREEN,source_health,source_health,"bounded source freshness, completeness and read lineage for this screen",REQUIRED,PORTAL_EDGE,manager-v2.envelope,as_of|read_at|freshness|completeness|trace_id,profile_id,DIRECT_ENVELOPE_BOUND_TO_NAMED_SCREEN_OPERATION,TRADING_SYSTEM,OBSERVATION_AT_READ_TIME,AVAILABLE_DERIVED_AT_PORTAL,CURRENT_OBSERVATION_ONLY,RETURN_SOURCE_FRESHNESS_AND_AS_OF,source_health_envelope,v1,NOT_APPLICABLE,"E4_UTC_EPOCH_MS:as_of_ms,read_at_ms",maximumDataSourceHealthV1,true,EXISTING_SCREEN_ENVELOPE_COMPOSES_NAMED_SOURCE_STATUS,NOT_APPLICABLE,portal_execution_edge_owner,metadata.source-health
EXECUTION_APPROVAL_INBOX_SCREEN,governance,data.governance,"Portal-owned approval, gate and review record",REQUIRED,PORTAL_CONTROL,portal-control:governance-record,approval_id|review_id|state|updated_at,approval_id_or_review_id,PORTAL_CONTROL_RESOURCE_IDENTITY,PORTAL_CONTROL,PORTAL_WORKFLOW_CURRENT_STATE,AVAILABLE_DIRECT,PORTAL_WORKFLOW_HISTORY_PER_CONTROL_CONTRACT,CONTROL_API_TRANSACTIONAL_READ,NONE,NONE,NOT_APPLICABLE,E4_UTC_EPOCH_MS:updated_at_ms,maximumDataGovernanceRecordV1,false,CURRENT_PORTAL_BFF_AVAILABLE,NOT_APPLICABLE,portal_control_owner,portal.governance
EXECUTION_APPROVAL_INBOX_SCREEN,source_health,source_health,"bounded source freshness, completeness and read lineage for this screen",REQUIRED,PORTAL_EDGE,manager-v2.envelope,as_of|read_at|freshness|completeness|trace_id,profile_id,DIRECT_ENVELOPE_BOUND_TO_NAMED_SCREEN_OPERATION,TRADING_SYSTEM,OBSERVATION_AT_READ_TIME,AVAILABLE_DERIVED_AT_PORTAL,CURRENT_OBSERVATION_ONLY,RETURN_SOURCE_FRESHNESS_AND_AS_OF,source_health_envelope,v1,NOT_APPLICABLE,"E4_UTC_EPOCH_MS:as_of_ms,read_at_ms",maximumDataSourceHealthV1,true,EXISTING_SCREEN_ENVELOPE_COMPOSES_NAMED_SOURCE_STATUS,NOT_APPLICABLE,portal_execution_edge_owner,metadata.source-health
EXECUTION_CANARY_CONTROL_ROOM_SCREEN,accounts,data.accounts,canonical account identity and current profile binding,REQUIRED,TRADING_SYSTEM,public.accounts,account_id|trader_id|strategy_id|mode|venue|account_type|base_currency|external_account_ref|active|created_at|updated_at,account_id,ACCOUNT_ID_IS_DECLARED_ACCOUNT_SPINE,CANONICAL_ACCOUNT_ROWS,MUTABLE_CURRENT_STATE,EXISTS_BUT_NOT_SAFE_TO_EXPOSE,CURRENT_ACCOUNT_STATE_ONLY,NAMED_PROFILE_AND_ACCOUNT_KEYSET_READ,NONE,NONE,BASE_CURRENCY_SCOPE_ATTRIBUTE,"E4_UTC_EPOCH_MS:created_at_ms,updated_at_ms",maximumDataAccountPageV1,false,E2_SEQUENTIAL_SHAPE_UNQUALIFIED,E5_NAMED_ACCOUNT_SCOPE_QUERY_PLAN_REQUIRED,trading_system_read_path_owner,accounts.current
EXECUTION_CANARY_CONTROL_ROOM_SCREEN,activation,data.activation,Portal-owned requested-versus-enabled profile activation state,REQUIRED,PORTAL_CONTROL,portal-control:profile-activation,profile_id|requested_state|effective_state|updated_at,profile_id,PORTAL_CONTROL_PROFILE_BINDING,PORTAL_CONTROL,PORTAL_WORKFLOW_CURRENT_STATE,AVAILABLE_DIRECT,CURRENT_CONTROL_STATE_ONLY,CONTROL_API_TRANSACTIONAL_READ,NONE,NONE,NOT_APPLICABLE,E4_UTC_EPOCH_MS:updated_at_ms,maximumDataProfileActivationV1,false,CURRENT_PORTAL_BFF_AVAILABLE,NOT_APPLICABLE,portal_control_owner,portal.activation
EXECUTION_CANARY_CONTROL_ROOM_SCREEN,canary_drift,data.canary_drift,canary versus live source-health and declared control-state comparison,REQUIRED,PORTAL_EDGE,portal-control:profile-activation+manager-v2.envelope,profile_id|requested_state|effective_state|as_of|freshness|completeness,deployment_id,CANARY_GOVERNANCE_OVER_DECLARED_LIVE_SOURCE_PROFILE,PORTAL_CONTROL_WITH_TRADING_SYSTEM_FACTS,DERIVED_CURRENT_COMPARISON,EXISTS_NOT_PUBLISHED,CURRENT_COMPARISON_NOT_EVENT_DRIFT_HISTORY,BOTH_INPUTS_FRESH_OR_TYPED_PARTIAL,canary_live_fact_comparison,v1,NOT_APPLICABLE,"E4_UTC_EPOCH_MS:as_of_ms,read_at_ms",maximumDataCanaryDriftV1,false,CURRENT_PORTAL_CANARY_COMPOSITION_EXISTS_WITHOUT_TYPED_DRIFT_CONTRACT,E5_TYPED_COMPARISON_INPUT_CONTRACT_REQUIRED,portal_execution_edge_owner,ops.alerts
EXECUTION_CANARY_CONTROL_ROOM_SCREEN,deployment_summary,data.deployments,"strategy deployment identity, profile scope and current lifecycle state",REQUIRED,TRADING_SYSTEM,public.strategy_deployments,deployment_id|strategy_id|account_id|portfolio_id|mode|venue|currency|state|active|created_at|updated_at,deployment_id,DECLARED_DEPLOYMENT_TO_ACCOUNT_AND_PORTFOLIO_FOREIGN_KEYS,CANONICAL_STRATEGY_AND_DEPLOYMENT_ROWS,MUTABLE_CURRENT_STATE,EXISTS_BUT_NOT_SAFE_TO_EXPOSE,CURRENT_STATE_ONLY_NO_SUPERSESSION_JOURNAL,NAMED_PROFILE_SCOPED_KEYSET_READ,NONE,NONE,SCOPE_CURRENCY_NOT_MONETARY_VALUE,"E4_UTC_EPOCH_MS:created_at_ms,updated_at_ms",maximumDataDeploymentPageV1,false,E2_SEQUENTIAL_SHAPE_UNQUALIFIED,E5_NAMED_SCOPE_QUERY_PLAN_REQUIRED,trading_system_read_path_owner,deployments.positions
EXECUTION_CANARY_CONTROL_ROOM_SCREEN,governance,data.governance,"Portal-owned approval, gate and review record",REQUIRED,PORTAL_CONTROL,portal-control:governance-record,approval_id|review_id|state|updated_at,approval_id_or_review_id,PORTAL_CONTROL_RESOURCE_IDENTITY,PORTAL_CONTROL,PORTAL_WORKFLOW_CURRENT_STATE,AVAILABLE_DIRECT,PORTAL_WORKFLOW_HISTORY_PER_CONTROL_CONTRACT,CONTROL_API_TRANSACTIONAL_READ,NONE,NONE,NOT_APPLICABLE,E4_UTC_EPOCH_MS:updated_at_ms,maximumDataGovernanceRecordV1,false,CURRENT_PORTAL_BFF_AVAILABLE,NOT_APPLICABLE,portal_control_owner,portal.governance
EXECUTION_CANARY_CONTROL_ROOM_SCREEN,market_context,data.market_latest,"latest mark, index or last observation with source clock",REQUIRED,DATA_LAYER_OR_MARKET_SERVICE,market-data:latest-observation,venue|instrument_id|observation_kind|value|source_time|observed_at,"venue,instrument_id,observation_kind",TYPED_MARKET_SOURCE_ADAPTER_REQUIRED,MARKET_DATA_OWNER,LATEST_OBSERVATION,OWNER_ACTION_REQUIRED,CURRENT_OBSERVATION_ONLY_UNTIL_TYPED_HISTORY_PUBLISHED,SOURCE_TIME_AND_OBSERVED_TIME_REQUIRED,NONE,NONE,EXACT_DECIMAL_VALUE_WITH_QUOTE_CURRENCY,"E4_UTC_EPOCH_MS:source_time_ms,observed_at_ms",maximumDataMarketLatestV1,false,E2_TRADING_SYSTEM_TYPED_LATEST_OBSERVATION_ABSENT,market-latest-ticks,trading_system_market_owner,market.ticks
EXECUTION_CANARY_CONTROL_ROOM_SCREEN,positions,data.positions,"current position quantity, mark, PnL and exposure by declared scope",REQUIRED,TRADING_SYSTEM,public.positions_v2,position_id|strategy_id|account_id|mode|venue|instrument_id|side|signed_qty|quantity|avg_px_open|avg_px_close|realized_pnl|unrealized_pnl|mark_price|mark_price_at|notional|updated_at,position_id,DECLARED_POSITION_TO_STRATEGY_ACCOUNT_AND_INSTRUMENT_COLUMNS,CANONICAL_POSITION_CURRENT_STATE,MUTABLE_CURRENT_STATE,EXISTS_BUT_NOT_SAFE_TO_EXPOSE,CURRENT_STATE_ONLY_NO_POSITION_VERSION_HISTORY,NAMED_PROFILE_AND_RESOURCE_KEYSET_READ,NONE,NONE,EXACT_DECIMAL_VALUES_REQUIRE_EXPLICIT_CURRENCY_AND_MARK_LINEAGE,"E4_UTC_EPOCH_MS:opened_at_ms,closed_at_ms,updated_at_ms,mark_price_at_ms",maximumDataPositionPageV1,false,E2_CURRENT_STATE_ONLY_AND_SEQUENTIAL_SHAPE_UNQUALIFIED,E5_NAMED_SCOPE_QUERY_PLAN_AND_MARK_PROVENANCE_REQUIRED,trading_system_read_path_owner,deployments.positions
EXECUTION_CANARY_CONTROL_ROOM_SCREEN,source_health,source_health,"bounded source freshness, completeness and read lineage for this screen",REQUIRED,PORTAL_EDGE,manager-v2.envelope,as_of|read_at|freshness|completeness|trace_id,profile_id,DIRECT_ENVELOPE_BOUND_TO_NAMED_SCREEN_OPERATION,TRADING_SYSTEM,OBSERVATION_AT_READ_TIME,AVAILABLE_DERIVED_AT_PORTAL,CURRENT_OBSERVATION_ONLY,RETURN_SOURCE_FRESHNESS_AND_AS_OF,source_health_envelope,v1,NOT_APPLICABLE,"E4_UTC_EPOCH_MS:as_of_ms,read_at_ms",maximumDataSourceHealthV1,true,EXISTING_SCREEN_ENVELOPE_COMPOSES_NAMED_SOURCE_STATUS,NOT_APPLICABLE,portal_execution_edge_owner,metadata.source-health
EXECUTION_COMMAND_CENTER_SCREEN,activation,data.activation,Portal-owned requested-versus-enabled profile activation state,REQUIRED,PORTAL_CONTROL,portal-control:profile-activation,profile_id|requested_state|effective_state|updated_at,profile_id,PORTAL_CONTROL_PROFILE_BINDING,PORTAL_CONTROL,PORTAL_WORKFLOW_CURRENT_STATE,AVAILABLE_DIRECT,CURRENT_CONTROL_STATE_ONLY,CONTROL_API_TRANSACTIONAL_READ,NONE,NONE,NOT_APPLICABLE,E4_UTC_EPOCH_MS:updated_at_ms,maximumDataProfileActivationV1,false,CURRENT_PORTAL_BFF_AVAILABLE,NOT_APPLICABLE,portal_control_owner,portal.activation
